label,subject,message
phishing,FINAL WARNING: Amazon account verification #71372627,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 2 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 71372627."
phishing,IMPORTANT: Cloud account verification #15224735,"Dear Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 1 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 15224735. Failure to verify may result in permanent account suspension!"
phishing,SECURITY ALERT: PayPal account verification #23072297,"Dear Customer, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 1 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 23072297."
phishing,SECURITY ALERT: Corporate account verification #22917684,"Dear Customer, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 6 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 22917684."
phishing,FINAL WARNING: Cloud account verification #22894653,"Dear Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 12 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 22894653. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,URGENT: Corporate account verification #74839028,"Dear User, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 6 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 74839028."
phishing,ACTION REQUIRED: Cloud account verification #86790684,"Dear User, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 1 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 86790684."
phishing,IMPORTANT: Google account verification #14164795,"Valued Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 14164795. Failure to verify may result in permanent account suspension!"
phishing,IMPORTANT: PayPal account verification #93794810,"Dear User, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 1 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 93794810."
phishing,IMPORTANT: Banking account verification #16627075,"Valued Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 6 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 16627075. Do not ignore this security request."
phishing,FINAL WARNING: Payroll account verification #24982809,"Dear User, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 2 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 24982809. Failure to verify may result in permanent account suspension!"
phishing,IMPORTANT: Banking account verification #25075535,"Dear User, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 12 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 25075535."
phishing,ACTION REQUIRED: Google account verification #33060900,"Valued Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 48 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 33060900."
phishing,ACTION REQUIRED: Google account verification #99650073,"Dear Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 4 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 99650073. Failure to verify may result in permanent account suspension!"
phishing,URGENT: Microsoft account verification #60047603,"Valued Customer, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 6 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 60047603. Do not ignore this security request."
phishing,ACTION REQUIRED: Google account verification #17837521,"Dear User, we detected unusual activity on your Google account. Verify your password and OTP immediately within 12 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 17837521."
phishing,SECURITY ALERT: Payroll account verification #80985910,"Dear Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 1 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 80985910. Failure to verify may result in permanent account suspension!"
phishing,IMPORTANT: Microsoft account verification #83905154,"Dear Customer, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 48 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 83905154."
phishing,IMPORTANT: Microsoft account verification #76538658,"Dear User, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 76538658."
phishing,IMPORTANT: Payroll account verification #58046156,"Dear User, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 48 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 58046156. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,IMPORTANT: Payroll account verification #51478275,"Dear User, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 48 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 51478275."
phishing,FINAL WARNING: Amazon account verification #17984974,"Valued Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 6 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 17984974."
phishing,SECURITY ALERT: Amazon account verification #35894017,"Valued Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 6 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 35894017. Failure to verify may result in permanent account suspension!"
phishing,URGENT: Cloud account verification #6714867,"Dear User, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 4 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 6714867."
phishing,IMPORTANT: Payroll account verification #7245817,"Valued Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 4 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 7245817. Do not ignore this security request."
phishing,IMPORTANT: Amazon account verification #22532484,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 22532484. Failure to verify may result in permanent account suspension!"
phishing,FINAL WARNING: Apple account verification #81922444,"Dear Customer, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 24 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 81922444."
phishing,ACTION REQUIRED: Banking account verification #83991782,"Valued Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 1 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 83991782."
phishing,IMPORTANT: Apple account verification #51427861,"Valued Customer, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 51427861. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: Apple account verification #20553422,"Valued Customer, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 12 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 20553422. Do not ignore this security request."
phishing,IMPORTANT: Cloud account verification #56528784,"Valued Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 24 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 56528784."
phishing,IMPORTANT: Banking account verification #17184585,"Dear User, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 12 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 17184585. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: Payroll account verification #9733609,"Valued Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 48 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 9733609."
phishing,IMPORTANT: Google account verification #76144933,"Dear User, we detected unusual activity on your Google account. Verify your password and OTP immediately within 24 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 76144933."
phishing,ACTION REQUIRED: Amazon account verification #42844966,"Valued Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 42844966. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,URGENT: Apple account verification #67258171,"Valued Customer, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 12 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 67258171."
phishing,FINAL WARNING: Google account verification #27293272,"Valued Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 12 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 27293272."
phishing,SECURITY ALERT: Corporate account verification #12482299,"Dear User, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 24 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 12482299. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: Amazon account verification #65578333,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 4 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 65578333."
phishing,URGENT: Cloud account verification #40130997,"Dear Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 6 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 40130997. Do not ignore this security request."
phishing,SECURITY ALERT: PayPal account verification #28360298,"Dear User, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 4 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 28360298. Failure to verify may result in permanent account suspension!"
phishing,SECURITY ALERT: Google account verification #73067272,"Dear User, we detected unusual activity on your Google account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 73067272."
phishing,IMPORTANT: Microsoft account verification #79721130,"Valued Customer, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 79721130."
phishing,URGENT: Google account verification #19036137,"Dear Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 4 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 19036137. Failure to verify may result in permanent account suspension!"
phishing,IMPORTANT: PayPal account verification #32622270,"Dear User, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 2 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 32622270. Do not ignore this security request."
phishing,URGENT: Payroll account verification #51993472,"Dear User, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 24 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 51993472."
phishing,ACTION REQUIRED: Payroll account verification #93508317,"Dear User, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 93508317. Failure to verify may result in permanent account suspension!"
phishing,URGENT: Payroll account verification #8206694,"Dear User, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 6 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 8206694."
phishing,IMPORTANT: Corporate account verification #11018810,"Dear Customer, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 1 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 11018810."
phishing,FINAL WARNING: PayPal account verification #92145110,"Dear Customer, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 92145110. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,ACTION REQUIRED: Banking account verification #82754829,"Valued Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 6 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 82754829."
phishing,URGENT: Cloud account verification #19097691,"Dear Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 19097691."
phishing,ACTION REQUIRED: Microsoft account verification #38302160,"Dear Customer, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 38302160. Failure to verify may result in permanent account suspension!"
phishing,SECURITY ALERT: PayPal account verification #68171984,"Dear Customer, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 68171984."
phishing,SECURITY ALERT: Banking account verification #81526729,"Dear Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 24 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 81526729. Do not ignore this security request."
phishing,ACTION REQUIRED: Amazon account verification #4779364,"Valued Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 12 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 4779364. Failure to verify may result in permanent account suspension!"
phishing,SECURITY ALERT: Cloud account verification #21696061,"Dear User, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 12 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 21696061."
phishing,ACTION REQUIRED: Google account verification #19421918,"Dear User, we detected unusual activity on your Google account. Verify your password and OTP immediately within 12 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 19421918."
phishing,ACTION REQUIRED: PayPal account verification #66808291,"Valued Customer, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 1 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 66808291. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: Amazon account verification #31257815,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 31257815. Do not ignore this security request."
phishing,SECURITY ALERT: Cloud account verification #10539892,"Valued Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 10539892."
phishing,URGENT: Payroll account verification #72612662,"Dear Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 72612662. Failure to verify may result in permanent account suspension!"
phishing,FINAL WARNING: Microsoft account verification #58019918,"Valued Customer, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 4 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 58019918."
phishing,SECURITY ALERT: Amazon account verification #95958425,"Dear User, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 2 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 95958425."
phishing,ACTION REQUIRED: Amazon account verification #24388752,"Dear User, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 1 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 24388752. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,FINAL WARNING: Banking account verification #21376074,"Valued Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 2 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 21376074."
phishing,IMPORTANT: Cloud account verification #6463368,"Dear User, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 12 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 6463368."
phishing,SECURITY ALERT: Amazon account verification #46800465,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 2 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 46800465. Failure to verify may result in permanent account suspension!"
phishing,IMPORTANT: Banking account verification #1097100,"Dear Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 1097100."
phishing,IMPORTANT: Amazon account verification #17151156,"Valued Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 6 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 17151156. Do not ignore this security request."
phishing,IMPORTANT: Banking account verification #95424635,"Dear User, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 95424635. Failure to verify may result in permanent account suspension!"
phishing,URGENT: Payroll account verification #30500589,"Dear User, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 1 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 30500589."
phishing,SECURITY ALERT: Corporate account verification #97447622,"Valued Customer, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 1 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 97447622."
phishing,FINAL WARNING: Microsoft account verification #27781058,"Valued Customer, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 48 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 27781058. Failure to verify may result in permanent account suspension!"
phishing,FINAL WARNING: PayPal account verification #17149742,"Dear Customer, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 4 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 17149742. Do not ignore this security request."
phishing,URGENT: PayPal account verification #65711629,"Dear Customer, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 4 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 65711629."
phishing,ACTION REQUIRED: Cloud account verification #81224512,"Dear User, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 12 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 81224512. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: Google account verification #11277420,"Dear User, we detected unusual activity on your Google account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 11277420."
phishing,FINAL WARNING: Corporate account verification #292020,"Dear User, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 12 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 292020."
phishing,FINAL WARNING: Microsoft account verification #13004335,"Dear User, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 4 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 13004335. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,SECURITY ALERT: Banking account verification #30457022,"Valued Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 30457022."
phishing,IMPORTANT: Cloud account verification #78250996,"Dear Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 78250996."
phishing,FINAL WARNING: Banking account verification #73360876,"Dear Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 2 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 73360876. Failure to verify may result in permanent account suspension!"
phishing,IMPORTANT: Microsoft account verification #79002995,"Valued Customer, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 2 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 79002995."
phishing,IMPORTANT: Cloud account verification #49201546,"Dear Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 4 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 49201546. Do not ignore this security request."
phishing,IMPORTANT: Google account verification #88903545,"Dear Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 6 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 88903545. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: PayPal account verification #71969059,"Valued Customer, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 71969059."
phishing,IMPORTANT: Google account verification #46964650,"Dear User, we detected unusual activity on your Google account. Verify your password and OTP immediately within 48 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 46964650."
phishing,SECURITY ALERT: Google account verification #61703654,"Valued Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 6 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 61703654. Failure to verify may result in permanent account suspension!"
phishing,SECURITY ALERT: Apple account verification #21500495,"Dear User, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 1 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 21500495. Do not ignore this security request."
phishing,SECURITY ALERT: Google account verification #97071091,"Valued Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 6 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 97071091."
phishing,FINAL WARNING: Payroll account verification #93663048,"Dear Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 2 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 93663048. Failure to verify may result in permanent account suspension!"
phishing,FINAL WARNING: Amazon account verification #7039147,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 24 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 7039147."
phishing,IMPORTANT: Corporate account verification #28991488,"Dear Customer, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 1 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 28991488."
phishing,ACTION REQUIRED: Google account verification #83930062,"Valued Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 12 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 83930062. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,URGENT: Cloud account verification #61437968,"Valued Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 48 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 61437968."
phishing,ACTION REQUIRED: Amazon account verification #53603582,"Dear User, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 1 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 53603582."
phishing,IMPORTANT: Cloud account verification #12035937,"Dear Customer, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 6 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 12035937. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: Microsoft account verification #19670400,"Dear User, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 2 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 19670400."
phishing,IMPORTANT: Google account verification #60957243,"Dear User, we detected unusual activity on your Google account. Verify your password and OTP immediately within 2 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 60957243. Do not ignore this security request."
phishing,IMPORTANT: Microsoft account verification #82796066,"Dear User, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 24 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 82796066. Failure to verify may result in permanent account suspension!"
phishing,FINAL WARNING: Amazon account verification #7076415,"Valued Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 12 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 7076415."
phishing,SECURITY ALERT: Banking account verification #20105968,"Valued Customer, we detected unusual activity on your Banking account. Verify your password and OTP immediately within 4 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 20105968."
phishing,ACTION REQUIRED: Payroll account verification #33545881,"Dear Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 2 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 33545881. Failure to verify may result in permanent account suspension!"
phishing,FINAL WARNING: Cloud account verification #89404156,"Dear User, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 48 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 89404156. Do not ignore this security request."
phishing,URGENT: Amazon account verification #70693294,"Valued Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 2 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 70693294."
phishing,SECURITY ALERT: Microsoft account verification #76878098,"Dear User, we detected unusual activity on your Microsoft account. Verify your password and OTP immediately within 48 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 76878098. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: Cloud account verification #51848817,"Dear User, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 51848817."
phishing,FINAL WARNING: PayPal account verification #77598876,"Dear User, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 77598876."
phishing,IMPORTANT: Amazon account verification #48016187,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 48 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 48016187. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,IMPORTANT: Amazon account verification #49330763,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 4 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 49330763."
phishing,IMPORTANT: Payroll account verification #25747928,"Valued Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 6 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 25747928."
phishing,ACTION REQUIRED: Amazon account verification #31714372,"Valued Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 2 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 31714372. Failure to verify may result in permanent account suspension!"
phishing,FINAL WARNING: Cloud account verification #71742446,"Dear User, we detected unusual activity on your Cloud account. Verify your password and OTP immediately within 6 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 71742446."
phishing,URGENT: Corporate account verification #99355562,"Valued Customer, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 99355562. Do not ignore this security request."
phishing,FINAL WARNING: Apple account verification #12414053,"Valued Customer, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 1 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 12414053. Failure to verify may result in permanent account suspension!"
phishing,IMPORTANT: Apple account verification #77114522,"Dear User, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 1 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 77114522."
phishing,SECURITY ALERT: Apple account verification #89411684,"Dear User, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 12 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 89411684."
phishing,FINAL WARNING: Corporate account verification #82005417,"Dear User, we detected unusual activity on your Corporate account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 82005417. Failure to verify may result in permanent account suspension!"
phishing,ACTION REQUIRED: Google account verification #2014623,"Dear Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 2 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 2014623. Do not ignore this security request."
phishing,URGENT: Apple account verification #82481178,"Dear User, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 24 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 82481178."
phishing,URGENT: Payroll account verification #11661994,"Dear Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 11661994. Failure to verify may result in permanent account suspension!"
phishing,FINAL WARNING: PayPal account verification #86284515,"Dear User, we detected unusual activity on your PayPal account. Verify your password and OTP immediately within 2 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 86284515."
phishing,IMPORTANT: Google account verification #37810212,"Valued Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 4 hours. Visit http://billing-update.example.org/payment to confirm your credentials. Reference 37810212."
phishing,URGENT: Apple account verification #83893019,"Valued Customer, we detected unusual activity on your Apple account. Verify your password and OTP immediately within 4 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 83893019. Failure to verify may result in permanent account suspension! Do not ignore this security request."
phishing,IMPORTANT: Amazon account verification #91977862,"Dear Customer, we detected unusual activity on your Amazon account. Verify your password and OTP immediately within 24 hours. Visit http://192.168.10.55/login/verify to confirm your credentials. Reference 91977862."
phishing,FINAL WARNING: Google account verification #13328660,"Dear Customer, we detected unusual activity on your Google account. Verify your password and OTP immediately within 1 hours. Visit http://secure-account.example.com/confirm to confirm your credentials. Reference 13328660."
phishing,IMPORTANT: Payroll account verification #9095524,"Dear Customer, we detected unusual activity on your Payroll account. Verify your password and OTP immediately within 48 hours. Visit http://verify-user.example.net/otp to confirm your credentials. Reference 9095524. Failure to verify may result in permanent account suspension!"
